loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,pymnt_plan,purpose,title,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_d,last_pymnt_amnt,next_pymnt_d,last_credit_pull_d,collections_12_mths_ex_med,mths_since_last_major_derog,policy_code,application_type,acc_now_delinq,chargeoff_within_12_mths,delinq_amnt,pub_rec_bankruptcies,tax_liens,hardship_flag,disbursement_method,debt_settlement_flag,debt_settlement_flag_date
12000,12000,11975.0,36 months,15.21,417.22,D,D2,USICE,10+ years,MORTGAGE,140000.0,Verified,Oct-2010,Fully Paid,n,debt_consolidation,Cut My Rates!,923xx,CA,10.66,0.0,Jan-1989,0.0,,,9.0,0.0,40419,99.3,27.0,f,0.0,0.0,15020.8205887728,14989.53,12000.0,3020.82,0.0,0.0,0.0,Nov-2013,454.76,,Oct-2013,0.0,,1,Individual,0.0,0.0,0.0,0.0,0.0,N,Cash,N,
9000,9000,8967.49087704913,36 months,7.14,278.48,A,A3,Weill Cornell Medical College,4 years,RENT,46000.0,Not Verified,Oct-2010,Fully Paid,n,debt_consolidation,Pay It OFF,111xx,NY,22.7,0.0,Feb-2001,1.0,,,15.0,0.0,18070,29.1,32.0,f,0.0,0.0,9545.7580211572,9510.95,9000.0,545.76,0.0,0.0,0.0,May-2012,1070.79,,Feb-2019,0.0,,1,Individual,0.0,0.0,0.0,0.0,0.0,N,Cash,N,
16000,10275,9922.537617944012,60 months,17.56,258.47,E,E4,"Caufield & James, LLP",< 1 year,RENT,52320.0,Source Verified,Oct-2010,Fully Paid,n,debt_consolidation,Personal Loan,921xx,CA,16.28,0.0,Oct-2004,1.0,45.0,,6.0,0.0,13468,72.4,14.0,f,0.0,0.0,14362.516648710289,13710.85,10275.0,4072.52,14.999999944219,0.0,0.0,Aug-2013,5843.24,,Aug-2013,0.0,,1,Individual,0.0,0.0,0.0,0.0,0.0,N,Cash,N,
15000,10700,10625.0,60 months,11.49,235.27,B,B4,Gerdau Ameristeel,6 years,MORTGAGE,91000.0,Not Verified,Oct-2010,Fully Paid,n,moving,Relo - Closing Negative Equity Mortgage,322xx,FL,10.64,0.0,Oct-2000,0.0,27.0,,11.0,0.0,968,13.8,36.0,f,0.0,0.0,11199.422872683701,11120.92,10700.0,499.42,0.0,0.0,0.0,Apr-2011,10266.25,,Apr-2011,0.0,,1,Individual,0.0,0.0,0.0,0.0,0.0,N,Cash,N,
3250,3250,3250.0,36 months,11.86,107.73,B,B5,us postal,10+ years,MORTGAGE,58000.0,Verified,Oct-2010,Fully Paid,n,debt_consolidation,payoff,751xx,TX,18.48,0.0,Jul-1988,0.0,51.0,,10.0,0.0,31210,70.1,28.0,f,0.0,0.0,3785.9685714596003,3785.97,3250.0,535.97,0.0,0.0,0.0,Oct-2012,1426.88,,May-2018,0.0,,1,Individual,0.0,0.0,0.0,0.0,0.0,N,Cash,N,
4500,4500,4450.0,36 months,13.61,152.95,C,C2,Redcats USA,3 years,RENT,74100.0,Source Verified,Oct-2010,Fully Paid,n,wedding,Svoboda,070xx,NJ,23.6,0.0,Mar-1999,0.0,40.0,,12.0,0.0,22287,71.4,19.0,f,0.0,0.0,5506.414567405601,5445.23,4500.0,1006.41,0.0,0.0,0.0,Nov-2013,173.71,,Oct-2013,0.0,,1,Individual,0.0,0.0,0.0,0.0,0.0,N,Cash,N,
10000,10000,10000.0,60 months,16.32,244.89,D,D5,Fertility Centers Of IL,5 years,OWN,30972.0,Not Verified,Oct-2010,Fully Paid,n,debt_consolidation,Credit Card Loan,600xx,IL,22.28,0.0,Nov-1979,1.0,67.0,,10.0,0.0,10589,86.1,37.0,f,0.0,0.0,11290.89307402,11290.89,10000.0,1290.89,0.0,0.0,0.0,Sep-2011,9092.44,,Aug-2011,0.0,,1,Individual,0.0,0.0,0.0,0.0,0.0,N,Cash,N,
9000,9000,8925.0,36 months,14.35,309.14,C,C4,Yes,1 year,RENT,45004.0,Verified,Oct-2010,Fully Paid,n,debt_consolidation,Emily's Loan,787xx,TX,15.87,0.0,Sep-2002,1.0,,,9.0,0.0,26167,81.2,20.0,f,0.0,0.0,11034.387634176299,10942.43,9000.0,2034.39,0.0,0.0,0.0,May-2013,400.03,,Nov-2015,0.0,,1,Individual,0.0,0.0,0.0,0.0,0.0,N,Cash,N,
20000,20000,19857.285805210813,36 months,11.12,655.92,B,B3,DIGITAS,4 years,RENT,100000.0,Source Verified,Oct-2010,Fully Paid,n,major_purchase,Our Engagement Ring,112xx,NY,7.68,0.0,Oct-1999,1.0,,,6.0,0.0,3280,65.6,24.0,f,0.0,0.0,23615.0025439737,23436.36,20000.0,3615.0,0.0,0.0,0.0,Nov-2013,747.24,,Oct-2013,0.0,,1,Individual,0.0,0.0,0.0,0.0,0.0,N,Cash,N,
16400,16400,16325.0,36 months,13.98,560.36,C,C3,WELLS FARGO,5 years,OWN,54996.0,Verified,Oct-2010,Charged Off,n,debt_consolidation,PERSONAL LN,956xx,CA,22.39,0.0,Sep-1962,0.0,,,11.0,0.0,22318,45.1,57.0,f,0.0,0.0,2801.8,2789.02,1885.31,909.49,0.0,7.0,0.0,Apr-2011,560.36,,Feb-2019,0.0,,1,Individual,0.0,0.0,0.0,0.0,0.0,N,Cash,N,
17500,17500,17475.0,36 months,14.72,604.25,C,C5,City/County of San Francisco/SFMTA,10+ years,RENT,114237.0,Not Verified,Oct-2010,Fully Paid,n,debt_consolidation,Credit Card Payoff,941xx,CA,9.3,0.0,Dec-1998,0.0,,,9.0,0.0,31279,94.5,37.0,f,0.0,0.0,21746.904800621898,21715.84,17500.0,4246.91,0.0,0.0,0.0,Oct-2013,1249.15,,Feb-2019,0.0,,1,Individual,0.0,0.0,0.0,0.0,0.0,N,Cash,N,
8000,8000,7900.0,60 months,17.56,201.24,E,E4,,,OWN,60000.0,Source Verified,Oct-2010,Fully Paid,n,home_improvement,Guesthouse,785xx,TX,23.16,4.0,Apr-1993,3.0,9.0,,12.0,0.0,2985,25.3,34.0,f,0.0,0.0,12074.16,11923.23,8000.0,4074.16,0.0,0.0,0.0,Oct-2015,201.0,,Oct-2016,0.0,,1,Individual,0.0,0.0,0.0,0.0,0.0,N,Cash,N,
10000,10000,9925.0,60 months,16.45,245.58,E,E1,,,RENT,40514.0,Source Verified,Oct-2010,Fully Paid,n,debt_consolidation,Debt loan,919xx,CA,3.97,0.0,Aug-1998,0.0,72.0,,2.0,0.0,4550,56.2,10.0,f,0.0,0.0,14734.62,14624.11,10000.0,4734.62,0.0,0.0,0.0,Oct-2015,245.4,,Jul-2016,0.0,,1,Individual,0.0,0.0,0.0,0.0,0.0,N,Cash,N,
14400,14400,14400.0,60 months,15.95,349.8,D,D4,Tacit Knowledge,2 years,MORTGAGE,105000.0,Source Verified,Oct-2010,Fully Paid,n,debt_consolidation,Debt Consolidation,073xx,NJ,2.22,0.0,Feb-1974,2.0,34.0,,9.0,0.0,6402,71.9,13.0,f,0.0,0.0,20987.779971679895,20987.78,14400.0,6587.78,0.0,0.0,0.0,Oct-2015,349.58,,Oct-2015,0.0,,1,Individual,0.0,0.0,0.0,0.0,0.0,N,Cash,N,
7500,7500,7450.0,36 months,11.86,248.61,B,B5,cold headers inc,10+ years,MORTGAGE,129996.0,Verified,Oct-2010,Fully Paid,n,major_purchase,coolheatsleep,600xx,IL,21.95,0.0,Dec-1981,2.0,,,17.0,0.0,44042,97.4,46.0,f,0.0,0.0,8950.457414770799,8890.79,7500.0,1450.46,0.0,0.0,0.0,Nov-2013,269.54,,Feb-2019,0.0,,1,Individual,0.0,0.0,0.0,0.0,0.0,N,Cash,N,
1500,1500,1500.0,36 months,11.86,49.73,B,B5,Children's Vision First/ SFUSD,< 1 year,RENT,24000.0,Source Verified,Oct-2010,Charged Off,n,debt_consolidation,debt consolidation,941xx,CA,14.8,0.0,Apr-1997,2.0,,,2.0,0.0,12609,93.4,5.0,f,0.0,0.0,1491.900000000004,1491.9,1203.5,277.9,0.0,10.5,0.0,May-2013,49.73,,Feb-2019,0.0,,1,Individual,0.0,0.0,0.0,0.0,0.0,N,Cash,N,
4000,4000,4000.0,36 months,7.88,125.13,A,A5,steve madden,4 years,RENT,39000.0,Source Verified,Oct-2010,Fully Paid,n,debt_consolidation,re-payment,113xx,NY,8.65,0.0,Aug-1999,1.0,36.0,,6.0,0.0,274,11.4,10.0,f,0.0,0.0,4504.8761886119,4504.88,4000.0,504.88,0.0,0.0,0.0,Nov-2013,133.16,,Oct-2013,0.0,,1,Individual,0.0,0.0,0.0,0.0,0.0,N,Cash,N,
4000,4000,3975.0,60 months,15.95,97.17,D,D4,Haug Optometry,9 years,RENT,26400.0,Source Verified,Oct-2010,Charged Off,n,car,Auto Loan,920xx,CA,3.77,1.0,Aug-2002,0.0,6.0,,8.0,0.0,1945,38.1,12.0,f,0.0,0.0,765.749999999934,760.98,271.18,308.42,14.896573016347,171.25,1.62,May-2011,97.17,,Oct-2016,0.0,,1,Individual,0.0,0.0,0.0,0.0,0.0,N,Cash,N,
12000,12000,11925.0,36 months,15.95,421.59,D,D4,Vicon Motion Systems,1 year,RENT,57840.0,Source Verified,Oct-2010,Fully Paid,n,debt_consolidation,Debt Free,902xx,CA,7.61,1.0,Mar-1993,2.0,22.0,,9.0,0.0,5674,61.7,14.0,f,0.0,0.0,15178.1437508331,15083.28,12000.0,3178.14,0.0,0.0,0.0,Nov-2013,479.82,,Mar-2015,0.0,,1,Individual,0.0,0.0,0.0,0.0,0.0,N,Cash,N,
16100,16100,14265.286432686466,60 months,17.93,408.23,E,E5,Jacobs Engineering,10+ years,MORTGAGE,94848.0,Source Verified,Oct-2010,Fully Paid,n,debt_consolidation,Pay off Renovations Loan,080xx,NJ,9.0,0.0,Jan-1997,2.0,,,13.0,0.0,20618,37.6,38.0,f,0.0,0.0,18388.2675025406,15619.97,16100.0,2288.27,0.0,0.0,0.0,Sep-2011,14720.45,,Oct-2016,0.0,,1,Individual,0.0,0.0,0.0,0.0,0.0,N,Cash,N,
10000,10000,9900.0,60 months,17.19,249.55,E,E3,,10+ years,MORTGAGE,60000.0,Source Verified,Oct-2010,Fully Paid,n,debt_consolidation,JD-01,953xx,CA,8.96,0.0,Aug-1973,1.0,40.0,,11.0,0.0,15042,55.1,11.0,f,0.0,0.0,14972.8608505949,14823.13,10000.0,4972.86,0.0,0.0,0.0,Oct-2015,249.41,,May-2018,0.0,,1,Individual,0.0,0.0,0.0,0.0,0.0,N,Cash,N,
16000,16000,15795.645565859875,60 months,17.19,399.28,E,E3,Builders FirstSource,3 years,RENT,56000.0,Source Verified,Oct-2010,Charged Off,n,debt_consolidation,Gerhards Consolidation,750xx,TX,18.62,0.0,Feb-2004,1.0,,,6.0,0.0,20382,95.2,14.0,f,0.0,0.0,12535.069999999994,12098.41,6305.27,5671.35,0.0,558.45,5.79,May-2013,25.5,,Oct-2016,0.0,,1,Individual,0.0,0.0,0.0,0.0,0.0,N,Cash,N,
5000,5000,4973.143095178964,36 months,7.51,155.56,A,A4,LUEKENS FINE WINE AND LIQUOR,2 years,MORTGAGE,110000.0,Not Verified,Oct-2010,Fully Paid,n,medical,OPERATION,335xx,FL,15.05,0.0,Jul-1996,0.0,,,14.0,0.0,113251,36.1,26.0,f,0.0,0.0,5600.052843978,5569.74,5000.0,600.05,0.0,0.0,0.0,Nov-2013,171.15,,Oct-2013,0.0,,1,Individual,0.0,0.0,0.0,0.0,0.0,N,Cash,N,
15000,15000,14825.0,36 months,13.98,512.52,C,C3,,6 years,MORTGAGE,48000.0,Source Verified,Oct-2010,Fully Paid,n,small_business,Booming Web-Marketing Business,606xx,IL,6.08,0.0,Oct-2000,3.0,,,5.0,0.0,9501,73.1,11.0,f,0.0,0.0,16564.8168253928,16371.56,15000.0,1564.82,0.0,0.0,0.0,Aug-2011,11967.47,,Jan-2017,0.0,,1,Individual,0.0,0.0,0.0,0.0,0.0,N,Cash,N,
3500,3500,3500.0,36 months,6.39,107.1,A,A1,self employed,10+ years,RENT,20004.0,Not Verified,Oct-2010,Fully Paid,n,major_purchase,No-more-sharing-my-car loan,902xx,CA,3.36,0.0,Oct-1997,0.0,,,8.0,0.0,3032,9.3,31.0,f,0.0,0.0,3855.605870821905,3855.61,3500.0,355.61,0.0,0.0,0.0,Oct-2013,110.09,,Mar-2014,0.0,,1,Individual,0.0,0.0,0.0,0.0,0.0,N,Cash,N,
25000,17500,17250.0,60 months,13.23,400.25,C,C1,M-DCPS,10+ years,MORTGAGE,49068.0,Verified,Oct-2010,Charged Off,n,home_improvement,Home Improvement Loan,330xx,FL,12.18,0.0,Mar-1991,0.0,,,5.0,0.0,24666,57.8,12.0,f,0.0,0.0,9043.41,8914.3,2874.7,2317.63,0.0,3851.08,653.3700000037,Dec-2011,400.25,,Oct-2016,0.0,,1,Individual,0.0,0.0,0.0,0.0,0.0,N,Cash,N,
10000,10000,9975.0,36 months,13.98,341.68,C,C3,Department of Veteranss Affairs,10+ years,MORTGAGE,667680.0,Source Verified,Oct-2010,Fully Paid,n,credit_card,Major Purchase 2011,765xx,TX,1.55,1.0,Aug-1991,1.0,23.0,,13.0,0.0,7257,23.8,27.0,f,0.0,0.0,12300.871249119597,12270.12,10000.0,2300.87,0.0,0.0,0.0,Nov-2013,351.42,,Feb-2019,0.0,,1,Individual,0.0,0.0,0.0,0.0,0.0,N,Cash,N,
5000,5000,5000.0,60 months,13.61,115.34,C,C2,shaw group,3 years,RENT,45000.0,Verified,Oct-2010,Charged Off,n,other,Other Loan,761xx,TX,21.81,0.0,Nov-2000,2.0,31.0,,10.0,0.0,0,0.0,16.0,f,0.0,0.0,563.01,563.01,176.99,167.26,0.0,218.76,2.05,Jan-2011,115.34,,Oct-2016,0.0,,1,Individual,0.0,0.0,0.0,0.0,0.0,N,Cash,N,
10000,10000,9921.251138670952,36 months,7.51,311.11,A,A4,WOW,< 1 year,RENT,31000.0,Verified,Oct-2010,Charged Off,n,debt_consolidation,Surgery Loan,077xx,NJ,24.46,0.0,Sep-2000,1.0,,,11.0,0.0,13043,32.3,50.0,f,0.0,0.0,6844.42,6788.33,5820.43,1023.65,0.0,0.34,0.0,Oct-2012,28.38,,Feb-2019,0.0,,1,Individual,0.0,0.0,0.0,0.0,0.0,N,Cash,N,
5000,5000,4975.0,36 months,7.51,155.56,A,A4,The State of New Jersey,6 years,RENT,43000.0,Not Verified,Oct-2010,Fully Paid,n,credit_card,Mikes Personal Loan,086xx,NJ,12.36,0.0,Dec-1999,2.0,,,15.0,0.0,27,0.1,24.0,f,0.0,0.0,5120.585636856,5094.98,5000.0,120.59,0.0,0.0,0.0,Mar-2011,4656.53,,Feb-2019,0.0,,1,Individual,0.0,0.0,0.0,0.0,0.0,N,Cash,N,
3000,3000,3000.0,36 months,16.32,105.95,D,D5,Zeigler Ranalli Development,4 years,RENT,30000.0,Source Verified,Oct-2010,Fully Paid,n,other,Fix Truck-Transmission and Fender,082xx,NJ,3.68,0.0,Sep-2004,1.0,,,4.0,0.0,0,,5.0,f,0.0,0.0,3814.4086768954,3814.41,3000.0,814.41,0.0,0.0,0.0,Nov-2013,111.46,,Oct-2013,0.0,,1,Individual,0.0,0.0,0.0,0.0,0.0,N,Cash,N,
12000,12000,11975.0,60 months,13.98,279.1,C,C3,eChalk,4 years,RENT,125000.0,Not Verified,Oct-2010,Fully Paid,n,debt_consolidation,Kent's Debt Consolidation Loan,787xx,TX,11.36,0.0,Dec-1995,0.0,,,11.0,0.0,43604,78.5,27.0,f,0.0,0.0,16631.0899754551,16596.44,12000.0,4631.09,0.0,0.0,0.0,Jan-2015,2689.98,,Jun-2018,0.0,,1,Individual,0.0,0.0,0.0,0.0,0.0,N,Cash,N,
8500,8500,8500.0,36 months,16.32,300.18,D,D5,city of south daytona,10+ years,MORTGAGE,49000.0,Verified,Oct-2010,Fully Paid,n,debt_consolidation,debt consolidation,321xx,FL,21.28,0.0,Jun-1996,1.0,52.0,,11.0,0.0,5069,44.9,30.0,f,0.0,0.0,9155.4312097373,9155.43,8500.0,655.43,0.0,0.0,0.0,May-2011,7657.33,,May-2018,0.0,,1,Individual,0.0,0.0,0.0,0.0,0.0,N,Cash,N,
7000,7000,7000.0,60 months,15.95,170.05,D,D4,,,RENT,28800.0,Not Verified,Oct-2010,Charged Off,n,debt_consolidation,Saviour Loan,940xx,CA,19.96,0.0,Jul-1997,0.0,,98.0,10.0,1.0,10148,74.1,21.0,f,0.0,0.0,6934.130000000001,6934.13,3752.81,2708.23,14.90914436934,458.18,4.572300004700001,Jan-2014,38.34,,May-2018,0.0,,1,Individual,0.0,0.0,0.0,1.0,0.0,N,Cash,N,
6000,6000,5950.0,36 months,11.49,197.83,B,B4,school board of broward county,3 years,RENT,39900.0,Source Verified,Oct-2010,Fully Paid,n,major_purchase,pam,330xx,FL,24.99,0.0,Sep-2005,0.0,,,13.0,0.0,8802,26.4,14.0,f,0.0,0.0,7121.9102435414,7062.56,6000.0,1121.91,0.0,0.0,0.0,Nov-2013,213.29,,Oct-2013,0.0,,1,Individual,0.0,0.0,0.0,0.0,0.0,N,Cash,N,
6000,6000,5950.0,60 months,13.61,138.4,C,C2,att ,8 years,RENT,30000.0,Verified,Oct-2010,Fully Paid,n,credit_card,personal loan,763xx,TX,9.4,0.0,Dec-1997,3.0,50.0,109.0,20.0,1.0,6111,33.9,46.0,f,0.0,0.0,8303.9430101915,8234.74,6000.0,2303.94,0.0,0.0,0.0,Oct-2015,138.34,,Aug-2018,0.0,,1,Individual,0.0,0.0,0.0,1.0,0.0,N,Cash,N,
24000,24000,23461.12,60 months,13.61,553.6,C,C2,McLane Company,5 years,MORTGAGE,72000.0,Verified,Oct-2010,Fully Paid,n,debt_consolidation,Personal,765xx,TX,16.3,0.0,Sep-1989,2.0,,,5.0,0.0,21557,89.8,11.0,f,0.0,0.0,33215.7790644469,32233.14,24000.0,9215.78,0.0,0.0,0.0,Oct-2015,553.37,,Nov-2016,0.0,,1,Individual,0.0,0.0,0.0,0.0,0.0,N,Cash,N,
10000,10000,10000.0,36 months,11.49,329.72,B,B4,,10+ years,MORTGAGE,102000.0,Source Verified,Oct-2010,Fully Paid,n,home_improvement,Yard and Property Loan,346xx,FL,11.34,0.0,Feb-1989,2.0,,,6.0,0.0,11366,62.5,18.0,f,0.0,0.0,10576.0197752613,10576.02,10000.0,576.02,0.0,0.0,0.0,Jul-2011,3120.12,,Feb-2019,0.0,,1,Individual,0.0,0.0,0.0,0.0,0.0,N,Cash,N,
10000,10000,9940.723390285071,36 months,7.51,311.11,A,A4,Florida Hospital Memorial Medical Center,5 years,RENT,53000.0,Source Verified,Oct-2010,Fully Paid,n,credit_card,credit card rfi,321xx,FL,20.83,0.0,Apr-1994,2.0,,,14.0,0.0,23421,55.8,32.0,f,0.0,0.0,11200.153783861699,11131.88,10000.0,1200.15,0.0,0.0,0.0,Nov-2013,349.81,,May-2018,0.0,,1,Individual,0.0,0.0,0.0,0.0,0.0,N,Cash,N,
8500,8500,8500.0,36 months,15.58,297.08,D,D3,City of Houston,10+ years,MORTGAGE,85000.0,Source Verified,Oct-2010,Fully Paid,n,debt_consolidation,Debt Con,773xx,TX,22.98,0.0,Feb-1999,1.0,27.0,,9.0,0.0,9997,66.2,28.0,f,0.0,0.0,10694.990223543002,10694.99,8500.0,2194.99,0.0,0.0,0.0,Nov-2013,308.06,,Oct-2013,0.0,,1,Individual,0.0,0.0,0.0,0.0,0.0,N,Cash,N,
2600,2600,2600.0,36 months,11.12,85.27,B,B3,WORTHINGTON FORD,2 years,RENT,48000.0,Source Verified,Oct-2010,Fully Paid,n,credit_card,CUTTING UP THE CHARGE CARDS,926xx,CA,14.48,0.0,Jun-2001,1.0,,108.0,11.0,1.0,3273,18.2,16.0,f,0.0,0.0,3069.8318376899,3069.83,2600.0,469.83,0.0,0.0,0.0,Nov-2013,93.88,,Oct-2013,0.0,,1,Individual,0.0,0.0,0.0,1.0,0.0,N,Cash,N,
5000,5000,5000.0,36 months,11.86,165.74,B,B5,Zachry Construction Corporation,1 year,RENT,66924.0,Not Verified,Oct-2010,Fully Paid,n,major_purchase,Investment Money for MBST,787xx,TX,4.0,1.0,Oct-2000,0.0,18.0,,3.0,0.0,1069,35.6,18.0,f,0.0,0.0,5402.3935824405,5402.39,5000.0,402.39,0.0,0.0,0.0,Jul-2011,4080.16,,Sep-2015,0.0,,1,Individual,0.0,0.0,0.0,0.0,0.0,N,Cash,N,
1000,1000,1000.0,36 months,13.98,34.17,C,C3,Mello Velo Bicycle Shop,1 year,RENT,12000.0,Source Verified,Oct-2010,Fully Paid,n,other,Tight funds loan,132xx,NY,14.6,0.0,Jun-2003,0.0,,,4.0,0.0,479,95.8,4.0,f,0.0,0.0,1230.5453445605,1230.55,1000.0,230.55,0.0,0.0,0.0,Dec-2013,3.14,,Aug-2018,0.0,,1,Individual,0.0,0.0,0.0,0.0,0.0,N,Cash,N,
6150,6150,6125.0,60 months,17.19,153.48,E,E3,Fonseca McElroy Grinding,3 years,RENT,68724.0,Verified,Oct-2010,Fully Paid,n,renewable_energy,Green Loan,951xx,CA,14.93,0.0,Jan-2002,2.0,34.0,,8.0,0.0,2129,30.0,12.0,f,0.0,0.0,9208.079433350102,9170.65,6150.0,3058.08,0.0,0.0,0.0,Oct-2015,152.75,,Oct-2015,0.0,,1,Individual,0.0,0.0,0.0,0.0,0.0,N,Cash,N,
25000,22275,22200.0,36 months,10.75,726.63,B,B2,T. Marzetti Company,10+ years,MORTGAGE,155000.0,Source Verified,Oct-2010,Fully Paid,n,debt_consolidation,Debt Consolidation,950xx,CA,7.43,0.0,Jan-1985,0.0,,,17.0,0.0,45858,53.7,44.0,f,0.0,0.0,25108.7198636989,25024.18,22275.0,2833.72,0.0,0.0,0.0,Apr-2012,12786.8,,Feb-2019,0.0,,1,Individual,0.0,0.0,0.0,0.0,0.0,N,Cash,N,
20000,20000,8900.0,60 months,15.95,485.83,D,D4,Here Media,1 year,RENT,41000.0,Not Verified,Oct-2010,Fully Paid,n,debt_consolidation,Debt consolidation loan,902xx,CA,11.36,0.0,Aug-2001,2.0,,,7.0,0.0,16943,60.3,21.0,f,0.0,0.0,20281.9080635173,9025.57,20000.0,281.91,0.0,0.0,0.0,Mar-2011,113.24,,Mar-2011,0.0,,1,Individual,0.0,0.0,0.0,0.0,0.0,N,Cash,N,
13000,13000,12850.0,60 months,11.12,283.44,B,B3,United States Air Force,10+ years,RENT,63600.0,Source Verified,Oct-2010,Fully Paid,n,small_business,Vacation Heroes,331xx,FL,24.53,0.0,Oct-1999,3.0,,,10.0,0.0,1799,11.8,27.0,f,0.0,0.0,16032.3281649349,15847.34,13000.0,3032.33,0.0,0.0,0.0,Jun-2013,7262.76,,Sep-2014,0.0,,1,Individual,0.0,0.0,0.0,0.0,0.0,N,Cash,N,
4200,4200,4200.0,36 months,14.72,145.02,C,C5,Logiaticare,1 year,OWN,27996.0,Not Verified,Oct-2010,Fully Paid,n,debt_consolidation,Kathy,087xx,NJ,9.52,1.0,May-1987,0.0,10.0,,13.0,0.0,6209,62.5,26.0,f,0.0,0.0,4445.9987176805,4446.0,4200.0,246.0,0.0,0.0,0.0,Mar-2011,3867.76,,Mar-2011,0.0,,1,Individual,0.0,0.0,0.0,0.0,0.0,N,Cash,N,
6000,6000,5925.0,36 months,6.76,184.61,A,A2,"Ideosity, Inc.",2 years,MORTGAGE,120000.0,Not Verified,Oct-2010,Fully Paid,n,car,1969 Camaro,601xx,IL,21.1,0.0,Feb-1996,3.0,,,21.0,0.0,3457,8.5,63.0,f,0.0,0.0,6415.5886580792,6335.39,6000.0,415.59,0.0,0.0,0.0,Jan-2012,3841.34,,Sep-2018,0.0,,1,Individual,0.0,0.0,0.0,0.0,0.0,N,Cash,N,
3850,3850,3825.0,60 months,10.75,83.23,B,B2,Avista Healthcare,< 1 year,RENT,20796.0,Source Verified,Oct-2010,Charged Off,n,other,Pay off small credit card debt,081xx,NJ,12.12,0.0,Nov-2004,0.0,25.0,,11.0,0.0,888,37.0,26.0,f,0.0,0.0,3706.56,3682.49,2427.37,1052.94,30.0,196.25,1.9358999977,Jun-2014,84.0,,Oct-2016,0.0,,1,Individual,0.0,0.0,0.0,0.0,0.0,N,Cash,N,
2400,2400,2400.0,36 months,11.49,79.14,B,B4,Backstage Employment,7 years,RENT,46800.0,Source Verified,Oct-2010,Charged Off,n,debt_consolidation,Lending Tree Loan,100xx,NY,6.49,0.0,Nov-1999,0.0,,,7.0,0.0,6825,46.9,9.0,f,0.0,0.0,108.0,108.0,0.0,0.0,0.0,108.0,1.03,,0.0,,Feb-2018,0.0,,1,Individual,0.0,0.0,0.0,0.0,0.0,N,Cash,N,
10525,10525,10525.0,36 months,13.61,357.73,C,C2,L.I.F.E.,10+ years,MORTGAGE,48996.0,Not Verified,Oct-2010,Fully Paid,n,debt_consolidation,Marcus' Loan,958xx,CA,5.9,0.0,Sep-2000,3.0,,,8.0,0.0,7887,36.0,15.0,f,0.0,0.0,12878.6777561641,12878.68,10525.0,2353.68,0.0,0.0,0.0,Oct-2013,386.71,,May-2017,0.0,,1,Individual,0.0,0.0,0.0,0.0,0.0,N,Cash,N,
15000,15000,14925.0,36 months,7.88,469.22,A,A5,Tampa General Hospital,10+ years,MORTGAGE,60000.0,Not Verified,Oct-2010,Fully Paid,n,debt_consolidation,owning my debt,336xx,FL,16.66,0.0,Apr-1992,2.0,,,16.0,0.0,24225,33.5,49.0,f,0.0,0.0,16332.348232548999,16250.69,15000.0,1332.35,0.0,0.0,0.0,Mar-2012,8838.35,,Feb-2018,0.0,,1,Individual,0.0,0.0,0.0,0.0,0.0,N,Cash,N,
9600,9600,9475.0,60 months,17.56,241.49,E,E4,chse,< 1 year,RENT,50000.0,Source Verified,Oct-2010,Fully Paid,n,moving,moving,112xx,NY,7.99,0.0,Jan-2000,2.0,,,14.0,0.0,7573,59.4,31.0,f,0.0,0.0,10551.5514156847,10414.16,9600.0,951.55,0.0,0.0,0.0,May-2011,9111.19,,Feb-2019,0.0,,1,Individual,0.0,0.0,0.0,0.0,0.0,N,Cash,N,
7200,7200,7200.0,60 months,15.95,174.9,D,D4,United Process,3 years,RENT,38112.0,Not Verified,Oct-2010,Fully Paid,n,debt_consolidation,Ralph 2010,100xx,NY,15.84,1.0,Jul-1994,1.0,18.0,,8.0,0.0,6585,82.3,16.0,f,0.0,0.0,10491.4499914442,10491.45,7200.0,3291.45,0.0,0.0,0.0,Aug-2015,540.88,,Nov-2018,0.0,,1,Individual,0.0,0.0,0.0,0.0,0.0,N,Cash,N,
10000,10000,9925.0,60 months,11.49,219.88,B,B4,Bloomberg L.P.,< 1 year,RENT,75000.0,Not Verified,Oct-2010,Fully Paid,n,debt_consolidation,NYC Debt Consolidation,100xx,NY,10.58,1.0,Sep-2003,1.0,7.0,,7.0,0.0,1,0.2,17.0,f,0.0,0.0,10732.1962701573,10651.7,10000.0,732.2,0.0,0.0,0.0,Jul-2011,21.91,,Sep-2015,0.0,,1,Individual,0.0,0.0,0.0,0.0,0.0,N,Cash,N,
